Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question,serialno
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,১২ মার্চ,৭ জুলাই,৩ এপ্রিল,২৭ মার্চ,ভারতীয় মিত্রবাহিনী বাংলাদেশ ত্যাগ করে-,1710
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,৪৬৮২ দিন,৫৬৪৩ দিন,৪৬৬২ দিন,৪৬৮১ দিন,বঙ্গবন্ধু কারাবরণ করেন মোট কত দিন?,1711
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,৫ ফেব্রুয়ারি,৭ জুন,৭ মে,৫ জুন,বঙ্গবন্ধু ৬ দফা দাবি কবে পেশ করেছিলেন?,1712
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,"৩ জানুয়ারি, ১৯৬৮","১৭ জানুয়ারি, ১৯৬৮","৭ জুন, ১৯৬৬","১০ জুন, ১৯৬৬",আগরতলা ষড়যন্ত্র মামলা দায়ের করা হয় কবে?,1713
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,৫ মাস,৩ মাস,২ মাস,১ বছর,আগরতলা ষড়যন্ত্র মামলায় গ্রেফতারের পর বঙ্গবন্ধুর বিচারকার্য শুরু হয় কতদিন পরে?,1714
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শেখ মুজিবুর রহমান,প্রেসিডেন্ট জিয়াউর রহমান,এম এ হান্নান,কেউ নন,বাংলাদেশের স্বাধীনতা ঘোষণা দেন কে?,1715
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,"১৭ এপ্রিল, ১৯৭১","১৬ ডিসেম্বর, ১৯৭২","২৬ মার্চ, ১৯৭২","১০ এপ্রিল, ১৯৭১",মেহেরপুরের বৈদ্যনাথতলার নাম ‘মুজিবনগর’ করা হয় কবে?,1716
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মাওলানা মওদুদী,নুরুল আমিন,নূরুল ইসলাম,মাওলানা আব্দুল হামিদ খান ভাসানী,৮ দফা সমর্থন না করার জন্য বঙ্গবন্ধু শেখ মুজিবুর রহমানকে বিচ্ছিন্নতাবাদী বলে আক্রমণ করেছেন কে?,1717
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,1967,1966,1965,1968,শেখ হাসিনা আই.এ পরীক্ষা দেন কত সালে?,1718
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শেখ মুজিবুর রহমান,খলিফা শাহনেওয়াজ,কাজী গোলাম মাহবুব,কর্নেল জামিল আহমেদ,"“মনে মনে শেরে বাংলা ফজলুল হক, জননেতা সোহরাওয়ার্দী ও খাজা নাজিমুদ্দিনের কবরকে সালাম করলাম। চিরনিদ্রায় শুয়ে আছো, একবারও কি মনে পড়ে না এই হতভাগা দেশবাসীর কথা!” ‘কারাগারের রোজনামচা’ অনুসরণে উক্তিটি কার?",1719
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শেখ মুজিবুর রহমান,হোসেন শহীদ সোহরাওয়ার্দী,খন্দকার মোশতাক আহমদ,শেখ হাসিনা,“একাকী কামরায় রাতদিন থাকা যে কি ভয়াবহ অবস্থা তাহা ভুক্তভোগী ছাড়া বুঝতে পারবে না”। ‘কারাগারের রোজনামচা’য় কে এই নিঃসঙ্গতা প্রকাশ করেছেন?,1720
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,"শিল্প, বাণিজ্য, শ্রম, দুর্নীতি দমন ও ভিলেজ এইড","কৃষি, ত্রাণ ও পুনর্বাসন মন্ত্রণালয়",অর্থ ও বিনিয়োগ মন্ত্রণালয়,ভূমি মন্ত্রণালয়,১৯৫৬ সালে বঙ্গবন্ধু শেখ মুজিবুর রহমান দ্বিতীয়বার কোন দপ্তরের মন্ত্রীর দায়িত্ব লাভ করেন?,1721
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধু শেখ মুজিবুর রহমান,আরমানিটোলা মাঠে,বাংলা একাডেমিতে,সোহরাওয়ার্দী উদ্যানে,১৯৬৪ সালের ২৫ জানুয়ারি হোসেন শহীদ সোহরাওয়ার্দীর মৃত্যুর পর এক সভায় আওয়ামী লীগকে পুনরুজ্জীবিত করা হয়। এই সভা কোথায় অনুষ্ঠিত হয়?,1722
