Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,শ্রীকৃষ্ণের,শ্রীরামকৃষ্ণে,শ্রীরামচন্দ্রের,ব্রহ্মার,শ্রীমদূভগবদীতা কার বাণী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,উদারতা,সৎসাহস,সেবা,ন্যায়বিচার,কোনটি মানুষকে মহান করে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,১০টি,৫টি,১৫টি,১৬টি,ধর্মের লক্ষণ কয়টি?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,সত্যেন্দ্রনাথ,রবীন্দ্রনাথ,যোগেন্দ্রনাথ,রবীন্দ্রনাথ,মানুষ জাতি কবিতা কার লেখা?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,পাঁচ,চার,ছয়,সাত,পান্ডবেরা কয় ভাই ছিল?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,ভীম,যুধিষ্ঠির,অর্জুন,সহদেব,বক রাক্ষসকে মেরেছেন কে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,বিবেকানন্দ,স্বরূপানন্দ,জীবনানন্দ,অক্ষরানন্দ,‘জীবে প্রেম করে যেই জন সেইজন সেবিছে ঈশ্বর’―একথা কে বলেছেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,কুন্তী,যুথী,দ্রোপদী,শচী দেবী,পান্ডবদের মাতার নাম কী?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,পরোপকার,উদারতা,সত্যবাদিতা,কর্তব্যনিষ্ঠা,আত্মত্যাগে নৈতিক চেতনাকে কী বলে?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,মহাভারতে,গীতায়,রামায়ণে,কথা সাহিত্যে,বকরাক্ষসের কথা বর্ণনা কর া হয়েছে কোথায়?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,কুন্তীর,নকুলের,যুধিষ্ঠির,অর্জুনের,কার অনুরোধে ভীম বকাসুরকে মেরে ফেললেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,কামিনী রায়,রবীন্দ্রনাথ ঠাকুর,দিজেন্দ্রনাথ রায়,শ্যামলী রায়,‘পরের কারণে স্বার্থ দিয়া বলি’―কবিতার লাইনটি কে রচনা করেছেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,দধীচিমুনি,ঋষি বশিষ্ঠ,রাম,লক্ষণ,দেবতাদের মঙ্গলের জন্য কে আত্মত্যাগ করেছেন?
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,ভালোবাসা,মমতা,আত্মতৃপ্তি,টাকা-পয়সা,গুণের ফলে পাওয়া যায় ―
হিন্দুধর্ম ও নৈতিক মূল্যবোধ,7,ইসলাম ও নৈতিক শিক্ষা,1,কেশবমিত্র,গঙ্গাদাস,বল্লাভাচার্য,রঘুনাথ,নিমাই কাকে তর্ক বিচারে পরাজিত করেন?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,কৃষি কাজ,পশু শিকার,মাছ চাষ,পর্যবেক্ষণ,আমাদের পরিবার ও সমাজ গঠনের সূচনা হয়েছিল কোনটিকে কেন্দ্র করে?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,দলবদ্ধ হয়ে থাকত,গাছে উঠে বসে থাকত,গুহায় লুকিয়ে থাকত,আগুন জ্বালিয়ে থাকত,আদিম যুগে মানুষ হিংস্র পশুর আক্রমণ থেকে নিজেকে রক্ষার জন্য কী করত?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,পরিবার,সমাজ,রাষ্ট্র,পরিবেশ,সার্বিক নিরাপত্তার প্রথম ও প্রধান কেন্দ্র কোনটি?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,শ্রমবিভাজন,পরিবার,সক্ষমতা,নৈতিকতা,সমাজ গঠনে নিচের কোনটি ভিূমিকা রেখেছিল?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,কৃষি,খাদ্য,বাসস্থান,পরিবার,আদিম সমাজের মানুষ কোনটির জন্য পরিবেশ সচেতন হয়েছিল?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,ঐতিহ্য ও প্রথা অনুযায়ী,নিজ ইচ্ছা অনুযায়ী,সবার মতামতের ভিত্তিতে,বিধিসম্মতভাবে,আদি সমাজের সমাজপতি কীভাবে সমাজের কাজের সমম্বয় করতেন?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,সামন্তবাদী,জমিদারি,নৃ-তাত্ত্বিক,মহাজনী,কোন উৎপাদন ব্যবস্থায় কৃষি উৎপাদন ব্যবসায় কোনো অগ্রগতি হয়নি?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,খাদ্য,বস্ত্র,বাসস্থান,চিকিৎসা,মানুষের মৌলিক চাহিদাগুলোর প্রথমটি কী?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,১৬,১২,১৪,১৫,বর্তমানে বাংলাদেশের জনসংখ্যা কত কোটি?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,আঁশ জাতীয়,দানা জাতীয়,তন্তু জা্তীয়,ঘাস জাতীয়,বস্ত্র উৎপাদনের প্রধান কাঁচামাল কোন ফসল?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,নিম,চা,সেগুন,শিশু,ঔষধী গাছ কোনটি?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,৬,৪,৫,৭,বাংলাদেশের ঋতু কয়টি?
কৃষি এবং আমাদের সংস্কৃতি,7,কৃষিশিক্ষা,1,আউশ,আমন,ইরি,বোরো,ঋতু নিরপেক্ষ ধান কোনটি?
